cond,pid,source,file,toGIG,toDRG,fpocket_pos,fpocket_dist,threading
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_w1_9892831_0.pdb,3.606,2.926,9.0,6.04,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_w1_9892831_1.pdb,4.019,3.038,9.0,6.67,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_0189619_0.pdb,4.418,4.748,9.0,7.29,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_0281257_0.pdb,3.816,3.265,9.0,6.71,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_0392854_0.pdb,3.588,3.534,10.0,8.52,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_0498672_0.pdb,15.095,15.711,1.0,5.41,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_0527181_0.pdb,4.876,4.257,8.0,9.08,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_0680231_0.pdb,4.049,3.232,8.0,7.61,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_0700415_0.pdb,15.2,15.898,1.0,7.02,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_1663894_0.pdb,16.456,16.979,4.0,9.35,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_1718617_0.pdb,3.615,3.148,9.0,7.15,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_1772830_0.pdb,12.721,13.379,1.0,8.33,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_1862221_0.pdb,16.801,17.253,4.0,7.11,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_2131016_0.pdb,3.044,3.418,10.0,4.55,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_2223659_0.pdb,3.338,3.7,10.0,5.48,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_2258541_0.pdb,14.215,14.885,1.0,6.12,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_2421361_0.pdb,3.826,2.817,9.0,7.2,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_2571428_0.pdb,14.899,15.424,2.0,8.34,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_2678914_0.pdb,3.794,2.811,9.0,7.3,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_3021150_0.pdb,16.397,16.848,3.0,6.11,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_3143696_0.pdb,4.066,3.253,9.0,6.59,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_3342837_0.pdb,15.874,16.438,2.0,8.4,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_3463701_0.pdb,14.898,15.629,2.0,8.58,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_3532015_0.pdb,17.616,17.924,4.0,7.36,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_3888681_0.pdb,14.112,14.778,2.0,6.33,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_3939469_0.pdb,15.133,15.835,1.0,6.37,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_4006713_0.pdb,14.703,15.271,2.0,7.56,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_4110652_0.pdb,15.712,16.294,2.0,5.78,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_4271107_0.pdb,3.706,3.386,7.0,9.17,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_4423735_0.pdb,3.115,3.561,10.0,3.82,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_4428202_0.pdb,16.245,16.708,4.0,7.84,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_4442673_0.pdb,15.997,16.347,4.0,8.35,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_4862002_0.pdb,14.315,14.879,3.0,7.52,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_4920653_0.pdb,15.906,16.602,2.0,6.77,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_4969258_0.pdb,2.434,3.386,10.0,5.57,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_5592784_0.pdb,3.854,2.938,9.0,6.64,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_6015190_0.pdb,16.537,17.026,4.0,7.63,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_6049688_0.pdb,3.077,3.112,10.0,7.09,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_6336961_0.pdb,15.743,16.424,3.0,7.7,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_6465021_0.pdb,4.614,3.881,8.0,8.47,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_6602232_0.pdb,14.397,15.2,2.0,7.43,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_6861750_0.pdb,4.821,3.793,8.0,7.06,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_7315394_0.pdb,5.925,5.105,8.0,6.63,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_7464982_0.pdb,14.766,15.467,2.0,8.0,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_7600416_0.pdb,14.959,15.537,2.0,6.64,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_7630308_0.pdb,6.191,5.676,8.0,6.82,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_7703093_0.pdb,3.613,2.778,9.0,6.41,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_8083572_0.pdb,14.721,15.304,4.0,7.7,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_8108078_0.pdb,2.837,3.108,10.0,5.25,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_8114933_0.pdb,15.388,16.086,2.0,7.23,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_8271513_0.pdb,3.393,2.849,9.0,5.95,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_8411731_0.pdb,15.648,16.216,3.0,7.61,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_8556503_0.pdb,3.607,3.011,9.0,6.06,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_8633560_0.pdb,2.776,3.478,10.0,5.21,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_8815266_0.pdb,14.329,15.142,1.0,10.6,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_9194325_0.pdb,14.902,15.588,3.0,7.8,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_9272945_0.pdb,5.399,4.453,8.0,6.36,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_9338704_0.pdb,15.577,16.334,1.0,10.19,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_9391445_0.pdb,3.87,3.016,9.0,6.35,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_9580991_0.pdb,4.06,3.687,8.0,10.16,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_9672060_0.pdb,14.285,14.71,3.0,8.06,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wA_9755995_0.pdb,14.632,15.232,5.0,10.28,ambiguous
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wF_0459639_0.pdb,3.731,3.875,10.0,7.85,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wF_3618533_0.pdb,3.37,2.399,9.0,7.32,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wF_3703995_0.pdb,14.93,15.656,2.0,6.65,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wF_4615591_0.pdb,3.13,2.244,9.0,4.4,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wF_5100126_0.pdb,14.539,15.198,3.0,10.14,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wF_5147358_0.pdb,3.178,3.753,9.0,10.36,forward
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wF_5895245_0.pdb,15.336,16.121,1.0,8.61,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wF_6000578_0.pdb,15.689,16.26,3.0,5.16,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wF_6665457_0.pdb,13.533,14.213,2.0,9.68,reverse
L3_nterm_t2,6AM5,promising,outputs/promising/pdb/6AM5_L3_nterm_t2_wF_8563968_0.pdb,5.735,4.857,8.0,5.88,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_0161000_0.pdb,16.41,16.81,2.0,10.01,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_0161000_1.pdb,4.425,4.481,10.0,9.57,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_0740498_0.pdb,3.271,3.671,10.0,5.78,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_0740498_1.pdb,15.346,15.997,2.0,7.82,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_1361316_0.pdb,4.25,4.232,10.0,9.77,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_1361316_1.pdb,3.751,3.074,9.0,6.09,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_1497091_0.pdb,16.655,17.127,4.0,7.11,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_1497091_1.pdb,3.917,3.108,8.0,8.1,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_3507734_0.pdb,15.634,16.187,2.0,7.62,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_3507734_1.pdb,2.409,3.487,10.0,5.89,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_4169842_0.pdb,4.551,4.247,9.0,8.71,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_4169842_1.pdb,3.669,2.623,9.0,6.74,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_4468017_0.pdb,3.884,3.356,9.0,6.84,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_4468017_1.pdb,13.111,13.62,1.0,6.54,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_4992623_0.pdb,3.177,2.062,9.0,6.49,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_4992623_1.pdb,3.593,2.759,9.0,6.66,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_5019789_0.pdb,3.812,2.773,9.0,6.64,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_5019789_1.pdb,3.594,2.633,9.0,5.09,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_5108070_0.pdb,3.517,2.654,9.0,5.23,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_5108070_1.pdb,4.206,4.724,10.0,5.2,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_5875731_0.pdb,15.178,15.79,2.0,7.47,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_5875731_1.pdb,16.779,17.208,5.0,9.38,ambiguous
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_8344724_0.pdb,3.187,2.708,9.0,5.77,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_8344724_1.pdb,5.06,4.012,8.0,6.14,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_9513383_0.pdb,14.683,15.174,2.0,6.92,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_w1_9513383_1.pdb,16.285,16.777,3.0,6.83,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_0051788_0.pdb,8.519,7.757,6.0,6.64,ambiguous
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_0072796_0.pdb,15.834,16.425,2.0,8.7,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_0286133_0.pdb,15.388,15.935,2.0,6.17,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_0677108_0.pdb,12.817,13.416,3.0,10.4,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_0810981_0.pdb,14.879,15.559,5.0,10.12,ambiguous
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_0911104_0.pdb,15.342,15.971,1.0,8.07,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_1052039_0.pdb,13.984,14.631,2.0,6.88,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_1198480_0.pdb,4.474,3.742,9.0,4.75,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_1261442_0.pdb,3.545,3.999,10.0,6.3,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_1369003_0.pdb,4.079,3.358,9.0,6.12,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_1501484_0.pdb,16.757,17.231,4.0,6.14,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_1585942_0.pdb,15.743,16.344,2.0,6.93,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_1727872_0.pdb,15.147,15.854,4.0,9.85,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_1781617_0.pdb,4.856,3.649,8.0,5.72,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_2042738_0.pdb,14.563,14.844,4.0,8.36,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_2075563_0.pdb,14.61,15.083,6.0,9.64,ambiguous
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_2155160_0.pdb,15.618,16.294,2.0,5.94,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_2184621_0.pdb,4.195,3.458,8.0,10.33,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_2367624_0.pdb,14.414,15.072,2.0,6.42,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_2649651_0.pdb,6.075,5.058,7.0,8.62,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_2777178_0.pdb,4.669,3.869,9.0,7.64,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_2823558_0.pdb,14.047,14.478,2.0,7.39,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_2829322_0.pdb,13.759,14.095,4.0,8.74,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_3408848_0.pdb,16.573,17.068,3.0,5.22,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_4141321_0.pdb,5.327,4.369,8.0,5.88,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_4143647_0.pdb,13.437,13.956,3.0,9.28,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_4353637_0.pdb,15.316,15.946,5.0,9.29,ambiguous
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_4438748_0.pdb,15.363,15.936,5.0,8.48,ambiguous
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_4705401_0.pdb,13.058,13.733,2.0,8.75,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_4918099_0.pdb,3.378,2.356,9.0,6.53,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_4932290_0.pdb,16.242,16.743,2.0,7.24,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_5067380_0.pdb,3.625,3.577,10.0,6.54,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_5221542_0.pdb,3.246,3.946,10.0,7.93,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_5336928_0.pdb,5.306,4.4,8.0,6.34,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_5700194_0.pdb,3.374,2.523,9.0,6.18,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_5731157_0.pdb,5.754,4.787,8.0,4.84,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_5779785_0.pdb,4.434,5.038,10.0,8.59,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_5896023_0.pdb,15.383,16.005,3.0,10.18,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_5965988_0.pdb,17.471,17.856,4.0,7.02,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_5995463_0.pdb,5.604,4.851,8.0,6.68,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_6340809_0.pdb,4.082,3.502,9.0,7.06,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_6370635_0.pdb,14.925,15.565,2.0,7.63,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_6537646_0.pdb,17.101,17.53,4.0,7.77,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_6556453_0.pdb,16.025,16.779,2.0,6.44,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_6626974_0.pdb,16.577,17.089,3.0,7.11,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_6864124_0.pdb,6.98,6.3,8.0,7.57,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_7717865_0.pdb,5.59,4.694,8.0,7.42,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_8098347_0.pdb,15.795,16.25,4.0,6.66,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_8102838_0.pdb,5.708,4.853,8.0,7.71,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_8141512_0.pdb,14.57,15.042,3.0,9.2,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_8238197_0.pdb,3.665,3.024,9.0,6.59,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_8522260_0.pdb,2.966,3.71,10.0,6.54,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_8563936_0.pdb,14.009,14.718,1.0,5.75,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_8640640_0.pdb,5.222,4.133,8.0,4.66,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_8869283_0.pdb,3.252,3.108,9.0,8.6,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_8909279_0.pdb,2.605,3.633,10.0,4.79,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_9069518_0.pdb,10.325,9.48,6.0,7.25,ambiguous
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_9075402_0.pdb,13.994,14.651,1.0,5.6,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_9370968_0.pdb,14.342,15.018,1.0,7.32,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wA_9990723_0.pdb,16.114,16.633,3.0,6.57,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG0344385_0.pdb,2.592,3.378,10.0,5.86,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG0505633_0.pdb,5.658,5.008,9.0,7.22,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG0670312_0.pdb,14.787,15.146,3.0,6.14,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG0951673_0.pdb,13.394,14.047,1.0,6.63,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG1228014_0.pdb,14.624,15.433,1.0,5.92,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG1253313_0.pdb,6.556,5.805,8.0,7.48,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG1275521_0.pdb,4.716,3.913,9.0,6.93,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG1372425_0.pdb,5.09,4.144,8.0,5.84,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG2047275_0.pdb,17.074,17.495,4.0,6.07,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG2243975_0.pdb,17.381,17.797,4.0,6.1,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG2313734_0.pdb,16.482,16.934,3.0,6.61,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG2503870_0.pdb,3.412,3.049,10.0,8.88,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG2673230_0.pdb,2.355,3.298,10.0,7.01,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG2728746_0.pdb,5.086,4.687,10.0,10.6,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG2934760_0.pdb,3.362,3.906,10.0,6.27,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG3151312_0.pdb,3.621,3.771,8.0,9.73,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG3280780_0.pdb,4.678,4.841,10.0,7.29,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG3306022_0.pdb,15.803,16.175,5.0,9.23,ambiguous
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG3688441_0.pdb,15.395,15.988,3.0,7.49,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG4103125_0.pdb,15.64,16.229,2.0,6.49,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG4199942_0.pdb,3.851,3.343,9.0,9.13,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG4354561_0.pdb,16.26,16.717,3.0,6.95,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG4562870_0.pdb,3.759,3.101,9.0,7.36,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG4924807_0.pdb,15.151,15.738,3.0,7.05,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG5342071_0.pdb,3.995,3.135,9.0,6.59,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG5401985_0.pdb,14.991,15.489,2.0,4.52,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG5950117_0.pdb,4.237,3.754,8.0,8.85,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG6057209_0.pdb,4.965,4.146,8.0,8.93,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG6123594_0.pdb,15.19,15.903,2.0,5.97,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG6535330_0.pdb,16.387,16.862,1.0,8.19,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG6811856_0.pdb,16.017,16.589,3.0,8.55,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG7135740_0.pdb,16.482,16.976,3.0,7.31,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG7252841_0.pdb,4.628,3.979,9.0,6.51,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG8100656_0.pdb,5.063,4.504,8.0,6.17,forward
