source,pid,context,cond,tcr_present,pep_len,toGIG,toDRG,file,to_cognate,to_other,crossed,fpocket_pos,fpocket_dist,bpocket_pos,bpocket_dist,f_seated,b_seated,register,threading,occ_cognate,occ_crossed,class_300Kext,class_370K
promising,6AM5,withTCR,L4_expanded,True,10,14.61,15.083,outputs/promising/pdb/6AM5_L4_expanded_wA_2075563_0.pdb,14.61,15.083,False,6.0,9.64,9.0,6.18,False,True,off,ambiguous,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,15.618,16.294,outputs/promising/pdb/6AM5_L4_expanded_wA_2155160_0.pdb,15.618,16.294,False,2.0,5.94,9.0,4.6,True,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,4.195,3.458,outputs/promising/pdb/6AM5_L4_expanded_wA_2184621_0.pdb,4.195,3.458,False,8.0,10.33,3.0,5.09,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,14.414,15.072,outputs/promising/pdb/6AM5_L4_expanded_wA_2367624_0.pdb,14.414,15.072,False,2.0,6.42,10.0,5.11,True,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,6.075,5.058,outputs/promising/pdb/6AM5_L4_expanded_wA_2649651_0.pdb,6.075,5.058,False,7.0,8.62,2.0,6.73,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,4.669,3.869,outputs/promising/pdb/6AM5_L4_expanded_wA_2777178_0.pdb,4.669,3.869,False,9.0,7.64,2.0,5.96,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,14.047,14.478,outputs/promising/pdb/6AM5_L4_expanded_wA_2823558_0.pdb,14.047,14.478,False,2.0,7.39,10.0,7.94,False,False,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,13.759,14.095,outputs/promising/pdb/6AM5_L4_expanded_wA_2829322_0.pdb,13.759,14.095,False,4.0,8.74,8.0,8.2,False,False,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,16.573,17.068,outputs/promising/pdb/6AM5_L4_expanded_wA_3408848_0.pdb,16.573,17.068,False,3.0,5.22,9.0,4.52,True,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,5.327,4.369,outputs/promising/pdb/6AM5_L4_expanded_wA_4141321_0.pdb,5.327,4.369,False,8.0,5.88,2.0,6.95,True,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,13.437,13.956,outputs/promising/pdb/6AM5_L4_expanded_wA_4143647_0.pdb,13.437,13.956,False,3.0,9.28,10.0,4.75,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,15.316,15.946,outputs/promising/pdb/6AM5_L4_expanded_wA_4353637_0.pdb,15.316,15.946,False,5.0,9.29,10.0,3.9,False,True,off,ambiguous,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,15.363,15.936,outputs/promising/pdb/6AM5_L4_expanded_wA_4438748_0.pdb,15.363,15.936,False,5.0,8.48,10.0,3.64,False,True,off,ambiguous,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,13.058,13.733,outputs/promising/pdb/6AM5_L4_expanded_wA_4705401_0.pdb,13.058,13.733,False,2.0,8.75,9.0,5.71,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,3.378,2.356,outputs/promising/pdb/6AM5_L4_expanded_wA_4918099_0.pdb,3.378,2.356,True,9.0,6.53,2.0,5.91,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,16.242,16.743,outputs/promising/pdb/6AM5_L4_expanded_wA_4932290_0.pdb,16.242,16.743,False,2.0,7.24,9.0,4.98,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,3.625,3.577,outputs/promising/pdb/6AM5_L4_expanded_wA_5067380_0.pdb,3.625,3.577,False,10.0,6.54,3.0,5.43,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,3.246,3.946,outputs/promising/pdb/6AM5_L4_expanded_wA_5221542_0.pdb,3.246,3.946,False,10.0,7.93,2.0,3.91,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,5.306,4.4,outputs/promising/pdb/6AM5_L4_expanded_wA_5336928_0.pdb,5.306,4.4,False,8.0,6.34,2.0,5.58,True,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,3.374,2.523,outputs/promising/pdb/6AM5_L4_expanded_wA_5700194_0.pdb,3.374,2.523,False,9.0,6.18,2.0,4.08,True,True,DRG,forward,False,True,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,5.754,4.787,outputs/promising/pdb/6AM5_L4_expanded_wA_5731157_0.pdb,5.754,4.787,False,8.0,4.84,1.0,4.59,True,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,4.434,5.038,outputs/promising/pdb/6AM5_L4_expanded_wA_5779785_0.pdb,4.434,5.038,False,10.0,8.59,3.0,4.28,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,15.383,16.005,outputs/promising/pdb/6AM5_L4_expanded_wA_5896023_0.pdb,15.383,16.005,False,3.0,10.18,9.0,5.18,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,17.471,17.856,outputs/promising/pdb/6AM5_L4_expanded_wA_5965988_0.pdb,17.471,17.856,False,4.0,7.02,10.0,6.7,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,5.604,4.851,outputs/promising/pdb/6AM5_L4_expanded_wA_5995463_0.pdb,5.604,4.851,False,8.0,6.68,1.0,5.5,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,4.082,3.502,outputs/promising/pdb/6AM5_L4_expanded_wA_6340809_0.pdb,4.082,3.502,False,9.0,7.06,3.0,4.27,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,14.925,15.565,outputs/promising/pdb/6AM5_L4_expanded_wA_6370635_0.pdb,14.925,15.565,False,2.0,7.63,10.0,2.69,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,17.101,17.53,outputs/promising/pdb/6AM5_L4_expanded_wA_6537646_0.pdb,17.101,17.53,False,4.0,7.77,10.0,7.65,False,False,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,16.025,16.779,outputs/promising/pdb/6AM5_L4_expanded_wA_6556453_0.pdb,16.025,16.779,False,2.0,6.44,8.0,6.01,True,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,16.577,17.089,outputs/promising/pdb/6AM5_L4_expanded_wA_6626974_0.pdb,16.577,17.089,False,3.0,7.11,10.0,4.53,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,6.98,6.3,outputs/promising/pdb/6AM5_L4_expanded_wA_6864124_0.pdb,6.98,6.3,False,8.0,7.57,1.0,5.73,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,5.59,4.694,outputs/promising/pdb/6AM5_L4_expanded_wA_7717865_0.pdb,5.59,4.694,False,8.0,7.42,2.0,5.83,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,15.795,16.25,outputs/promising/pdb/6AM5_L4_expanded_wA_8098347_0.pdb,15.795,16.25,False,4.0,6.66,9.0,4.51,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,5.708,4.853,outputs/promising/pdb/6AM5_L4_expanded_wA_8102838_0.pdb,5.708,4.853,False,8.0,7.71,1.0,2.3,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,14.57,15.042,outputs/promising/pdb/6AM5_L4_expanded_wA_8141512_0.pdb,14.57,15.042,False,3.0,9.2,10.0,7.05,False,False,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,3.665,3.024,outputs/promising/pdb/6AM5_L4_expanded_wA_8238197_0.pdb,3.665,3.024,False,9.0,6.59,2.0,4.78,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,2.966,3.71,outputs/promising/pdb/6AM5_L4_expanded_wA_8522260_0.pdb,2.966,3.71,False,10.0,6.54,3.0,5.06,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,14.009,14.718,outputs/promising/pdb/6AM5_L4_expanded_wA_8563936_0.pdb,14.009,14.718,False,1.0,5.75,8.0,4.83,True,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,5.222,4.133,outputs/promising/pdb/6AM5_L4_expanded_wA_8640640_0.pdb,5.222,4.133,False,8.0,4.66,2.0,5.11,True,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,3.252,3.108,outputs/promising/pdb/6AM5_L4_expanded_wA_8869283_0.pdb,3.252,3.108,False,9.0,8.6,2.0,5.05,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,2.605,3.633,outputs/promising/pdb/6AM5_L4_expanded_wA_8909279_0.pdb,2.605,3.633,False,10.0,4.79,2.0,6.31,True,True,GIG,forward,True,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,10.325,9.48,outputs/promising/pdb/6AM5_L4_expanded_wA_9069518_0.pdb,10.325,9.48,False,6.0,7.25,1.0,7.88,False,False,off,ambiguous,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,13.994,14.651,outputs/promising/pdb/6AM5_L4_expanded_wA_9075402_0.pdb,13.994,14.651,False,1.0,5.6,9.0,4.92,True,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,14.342,15.018,outputs/promising/pdb/6AM5_L4_expanded_wA_9370968_0.pdb,14.342,15.018,False,1.0,7.32,10.0,3.88,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,16.114,16.633,outputs/promising/pdb/6AM5_L4_expanded_wA_9990723_0.pdb,16.114,16.633,False,3.0,6.57,10.0,4.38,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,2.592,3.378,outputs/promising/pdb/6AM5_L4_expanded_wG0344385_0.pdb,2.592,3.378,False,10.0,5.86,3.0,5.19,True,True,GIG,forward,True,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,5.658,5.008,outputs/promising/pdb/6AM5_L4_expanded_wG0505633_0.pdb,5.658,5.008,False,9.0,7.22,1.0,7.26,False,False,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,14.787,15.146,outputs/promising/pdb/6AM5_L4_expanded_wG0670312_0.pdb,14.787,15.146,False,3.0,6.14,8.0,8.78,True,False,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,13.394,14.047,outputs/promising/pdb/6AM5_L4_expanded_wG0951673_0.pdb,13.394,14.047,False,1.0,6.63,9.0,4.57,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,14.624,15.433,outputs/promising/pdb/6AM5_L4_expanded_wG1228014_0.pdb,14.624,15.433,False,1.0,5.92,8.0,4.79,True,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,6.556,5.805,outputs/promising/pdb/6AM5_L4_expanded_wG1253313_0.pdb,6.556,5.805,False,8.0,7.48,1.0,7.93,False,False,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,4.716,3.913,outputs/promising/pdb/6AM5_L4_expanded_wG1275521_0.pdb,4.716,3.913,False,9.0,6.93,1.0,4.13,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,5.09,4.144,outputs/promising/pdb/6AM5_L4_expanded_wG1372425_0.pdb,5.09,4.144,False,8.0,5.84,2.0,5.83,True,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,17.074,17.495,outputs/promising/pdb/6AM5_L4_expanded_wG2047275_0.pdb,17.074,17.495,False,4.0,6.07,10.0,6.15,True,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,17.381,17.797,outputs/promising/pdb/6AM5_L4_expanded_wG2243975_0.pdb,17.381,17.797,False,4.0,6.1,10.0,4.91,True,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,16.482,16.934,outputs/promising/pdb/6AM5_L4_expanded_wG2313734_0.pdb,16.482,16.934,False,3.0,6.61,8.0,4.19,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,3.412,3.049,outputs/promising/pdb/6AM5_L4_expanded_wG2503870_0.pdb,3.412,3.049,False,10.0,8.88,3.0,5.87,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,2.355,3.298,outputs/promising/pdb/6AM5_L4_expanded_wG2673230_0.pdb,2.355,3.298,False,10.0,7.01,2.0,5.5,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,5.086,4.687,outputs/promising/pdb/6AM5_L4_expanded_wG2728746_0.pdb,5.086,4.687,False,10.0,10.6,2.0,5.19,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,3.362,3.906,outputs/promising/pdb/6AM5_L4_expanded_wG2934760_0.pdb,3.362,3.906,False,10.0,6.27,4.0,5.53,True,True,GIG,forward,True,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,3.621,3.771,outputs/promising/pdb/6AM5_L4_expanded_wG3151312_0.pdb,3.621,3.771,False,8.0,9.73,3.0,4.33,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,4.678,4.841,outputs/promising/pdb/6AM5_L4_expanded_wG3280780_0.pdb,4.678,4.841,False,10.0,7.29,1.0,5.98,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,15.803,16.175,outputs/promising/pdb/6AM5_L4_expanded_wG3306022_0.pdb,15.803,16.175,False,5.0,9.23,9.0,8.32,False,False,off,ambiguous,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,15.395,15.988,outputs/promising/pdb/6AM5_L4_expanded_wG3688441_0.pdb,15.395,15.988,False,3.0,7.49,10.0,3.91,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,15.64,16.229,outputs/promising/pdb/6AM5_L4_expanded_wG4103125_0.pdb,15.64,16.229,False,2.0,6.49,9.0,5.13,True,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,3.851,3.343,outputs/promising/pdb/6AM5_L4_expanded_wG4199942_0.pdb,3.851,3.343,False,9.0,9.13,2.0,4.92,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,16.26,16.717,outputs/promising/pdb/6AM5_L4_expanded_wG4354561_0.pdb,16.26,16.717,False,3.0,6.95,10.0,6.01,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,3.759,3.101,outputs/promising/pdb/6AM5_L4_expanded_wG4562870_0.pdb,3.759,3.101,False,9.0,7.36,2.0,4.46,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,15.151,15.738,outputs/promising/pdb/6AM5_L4_expanded_wG4924807_0.pdb,15.151,15.738,False,3.0,7.05,10.0,7.52,False,False,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,3.995,3.135,outputs/promising/pdb/6AM5_L4_expanded_wG5342071_0.pdb,3.995,3.135,False,9.0,6.59,3.0,5.54,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,14.991,15.489,outputs/promising/pdb/6AM5_L4_expanded_wG5401985_0.pdb,14.991,15.489,False,2.0,4.52,9.0,4.69,True,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,4.237,3.754,outputs/promising/pdb/6AM5_L4_expanded_wG5950117_0.pdb,4.237,3.754,False,8.0,8.85,3.0,4.71,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,4.965,4.146,outputs/promising/pdb/6AM5_L4_expanded_wG6057209_0.pdb,4.965,4.146,False,8.0,8.93,2.0,5.47,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,15.19,15.903,outputs/promising/pdb/6AM5_L4_expanded_wG6123594_0.pdb,15.19,15.903,False,2.0,5.97,10.0,4.05,True,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,16.387,16.862,outputs/promising/pdb/6AM5_L4_expanded_wG6535330_0.pdb,16.387,16.862,False,1.0,8.19,10.0,5.4,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,16.017,16.589,outputs/promising/pdb/6AM5_L4_expanded_wG6811856_0.pdb,16.017,16.589,False,3.0,8.55,9.0,4.79,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,16.482,16.976,outputs/promising/pdb/6AM5_L4_expanded_wG7135740_0.pdb,16.482,16.976,False,3.0,7.31,9.0,4.56,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,4.628,3.979,outputs/promising/pdb/6AM5_L4_expanded_wG7252841_0.pdb,4.628,3.979,False,9.0,6.51,1.0,4.16,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,5.063,4.504,outputs/promising/pdb/6AM5_L4_expanded_wG8100656_0.pdb,5.063,4.504,False,8.0,6.17,1.0,5.2,True,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,15.705,16.272,outputs/promising/pdb/6AM5_L4_expanded_wG8287407_0.pdb,15.705,16.272,False,4.0,5.89,9.0,5.42,True,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,5.16,4.196,outputs/promising/pdb/6AM5_L4_expanded_wG8299317_0.pdb,5.16,4.196,False,8.0,5.09,2.0,5.91,True,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,17.058,17.474,outputs/promising/pdb/6AM5_L4_expanded_wG8505801_0.pdb,17.058,17.474,False,4.0,10.6,10.0,5.09,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,16.761,17.101,outputs/promising/pdb/6AM5_L4_expanded_wG8685046_0.pdb,16.761,17.101,False,5.0,9.05,10.0,6.86,False,True,off,ambiguous,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,6.146,5.417,outputs/promising/pdb/6AM5_L4_expanded_wG8730501_0.pdb,6.146,5.417,False,8.0,6.28,1.0,3.54,True,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,2.84,2.869,outputs/promising/pdb/6AM5_L4_expanded_wG8902467_0.pdb,2.84,2.869,False,8.0,8.74,2.0,5.87,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,3.447,4.043,outputs/promising/pdb/6AM5_L4_expanded_wG9004841_0.pdb,3.447,4.043,False,10.0,5.94,4.0,5.51,True,True,GIG,forward,True,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,4.773,4.026,outputs/promising/pdb/6AM5_L4_expanded_wG9162606_0.pdb,4.773,4.026,False,9.0,5.26,1.0,4.75,True,True,DRG,forward,False,True,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,17.583,17.854,outputs/promising/pdb/6AM5_L4_expanded_wG9352515_0.pdb,17.583,17.854,False,5.0,9.65,9.0,7.94,False,False,off,ambiguous,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,14.656,15.538,outputs/promising/pdb/6AM5_L4_expanded_wG9396636_0.pdb,14.656,15.538,False,1.0,4.82,8.0,5.53,True,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,4.96,3.971,outputs/promising/pdb/6AM5_L4_expanded_wG9828049_0.pdb,4.96,3.971,False,8.0,8.14,2.0,5.26,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,3.596,2.499,outputs/promising/pdb/6AM5_L4_expanded_wG9845327_0.pdb,3.596,2.499,True,9.0,5.88,2.0,5.25,True,True,DRG,forward,False,True,neither,neither
promising,6AM5,withTCR,L4_expanded,True,10,15.199,16.023,outputs/promising/pdb/6AM5_L4_expanded_wG9876632_0.pdb,15.199,16.023,False,2.0,9.45,8.0,5.33,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,15.03,15.456,outputs/promising/pdb/6AM5_L5_max_w1_0528100_0.pdb,15.03,15.456,False,5.0,6.31,10.0,5.57,True,True,off,ambiguous,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,3.605,2.969,outputs/promising/pdb/6AM5_L5_max_w1_0528100_1.pdb,3.605,2.969,False,9.0,7.02,3.0,4.98,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,8.248,7.202,outputs/promising/pdb/6AM5_L5_max_w1_1157939_0.pdb,8.248,7.202,False,7.0,6.19,1.0,8.24,True,False,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,16.068,16.477,outputs/promising/pdb/6AM5_L5_max_w1_1157939_1.pdb,16.068,16.477,False,3.0,6.17,9.0,9.16,True,False,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,8.363,7.545,outputs/promising/pdb/6AM5_L5_max_w1_1532953_0.pdb,8.363,7.545,False,7.0,7.08,1.0,7.88,False,False,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,15.45,15.995,outputs/promising/pdb/6AM5_L5_max_w1_1532953_1.pdb,15.45,15.995,False,3.0,6.9,10.0,5.76,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,5.248,4.333,outputs/promising/pdb/6AM5_L5_max_w1_5046237_0.pdb,5.248,4.333,False,9.0,6.91,1.0,5.21,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,3.47,2.991,outputs/promising/pdb/6AM5_L5_max_w1_5046237_1.pdb,3.47,2.991,False,9.0,8.87,2.0,5.01,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,8.316,7.183,outputs/promising/pdb/6AM5_L5_max_w1_5584195_0.pdb,8.316,7.183,False,7.0,7.29,1.0,7.99,False,False,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,15.089,15.614,outputs/promising/pdb/6AM5_L5_max_w1_5584195_1.pdb,15.089,15.614,False,4.0,8.16,8.0,3.9,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,16.006,16.55,outputs/promising/pdb/6AM5_L5_max_w1_5678358_0.pdb,16.006,16.55,False,3.0,5.08,10.0,4.21,True,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,7.248,6.425,outputs/promising/pdb/6AM5_L5_max_w1_5678358_1.pdb,7.248,6.425,False,7.0,7.09,1.0,4.47,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,3.697,3.056,outputs/promising/pdb/6AM5_L5_max_w1_5917430_0.pdb,3.697,3.056,False,9.0,6.0,2.0,4.63,True,True,DRG,forward,False,True,neither,neither
promising,6AM5,withTCR,L5_max,True,10,5.202,4.527,outputs/promising/pdb/6AM5_L5_max_w1_5917430_1.pdb,5.202,4.527,False,8.0,8.74,1.0,4.6,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,3.913,4.172,outputs/promising/pdb/6AM5_L5_max_w1_6094590_0.pdb,3.913,4.172,False,10.0,5.72,3.0,5.17,True,True,GIG,forward,True,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,15.514,16.149,outputs/promising/pdb/6AM5_L5_max_w1_6094590_1.pdb,15.514,16.149,False,3.0,8.78,9.0,4.73,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,3.641,2.627,outputs/promising/pdb/6AM5_L5_max_w1_6391898_0.pdb,3.641,2.627,False,9.0,5.69,2.0,5.31,True,True,DRG,forward,False,True,neither,neither
promising,6AM5,withTCR,L5_max,True,10,15.161,15.381,outputs/promising/pdb/6AM5_L5_max_w1_6391898_1.pdb,15.161,15.381,False,2.0,7.48,8.0,7.6,False,False,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,13.117,13.714,outputs/promising/pdb/6AM5_L5_max_w1_6447125_0.pdb,13.117,13.714,False,1.0,7.2,10.0,4.61,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,5.205,4.296,outputs/promising/pdb/6AM5_L5_max_w1_6447125_1.pdb,5.205,4.296,False,8.0,7.73,2.0,5.26,False,True,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,15.865,16.286,outputs/promising/pdb/6AM5_L5_max_w1_6605738_0.pdb,15.865,16.286,False,3.0,7.47,10.0,9.9,False,False,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,14.186,14.84,outputs/promising/pdb/6AM5_L5_max_w1_6605738_1.pdb,14.186,14.84,False,3.0,9.18,10.0,6.8,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,7.449,6.929,outputs/promising/pdb/6AM5_L5_max_w1_7511451_0.pdb,7.449,6.929,False,9.0,8.09,3.0,8.48,False,False,off,forward,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,12.983,13.403,outputs/promising/pdb/6AM5_L5_max_w1_7511451_1.pdb,12.983,13.403,False,4.0,8.72,8.0,8.08,False,False,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,3.442,3.471,outputs/promising/pdb/6AM5_L5_max_w1_7514828_0.pdb,3.442,3.471,False,10.0,5.38,2.0,6.07,True,True,GIG,forward,True,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,15.995,16.534,outputs/promising/pdb/6AM5_L5_max_w1_7514828_1.pdb,15.995,16.534,False,2.0,8.26,9.0,6.4,False,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,15.722,16.328,outputs/promising/pdb/6AM5_L5_max_w1_7647164_0.pdb,15.722,16.328,False,3.0,6.07,10.0,5.0,True,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,4.369,4.305,outputs/promising/pdb/6AM5_L5_max_w1_7647164_1.pdb,4.369,4.305,False,10.0,3.97,2.0,5.11,True,True,GIG,forward,True,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,15.601,15.981,outputs/promising/pdb/6AM5_L5_max_w1_8482805_0.pdb,15.601,15.981,False,4.0,9.94,9.0,7.51,False,False,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,16.495,17.018,outputs/promising/pdb/6AM5_L5_max_w1_8482805_1.pdb,16.495,17.018,False,3.0,5.11,9.0,5.49,True,True,off,reverse,False,False,neither,neither
promising,6AM5,withTCR,L5_max,True,10,14.444,14.723,outputs/promising/pdb/6AM5_L5_max_w1_8962383_0.pdb,14.444,14.723,False,2.0,7.84,8.0,8.85,False,False,off,reverse,False,False,neither,neither
